Symbols	Description	SRR5809464	SRR5809465	SRR5809466	SRR5809467	SRR6910774	SRR6910775	SRR6910776	SRR12554271	SRR12554272	SRR12554273	SRR8867570	SRR8867571	SRR8867572	SRR12554274	SRR12554275	SRR12554276
Traf3ip1	TNF receptor-associated factor 3 interacting protein 1 [Source:NCBI gene;Acc:393572]	60.73796687023	37.6166100234334	26.2177151419537	24.0433240720775	44.3813663700597	27.9102860110323	22.5821572866617	31.0545056814057	34.6653700195642	34.8312130783072	22.9179426869831	12.4761626422749	4.92633848159689	15.2027353072625	12.9245520248359	14.6387972201841
Radx	RPA1 related single stranded DNA binding protein [Source:ZFIN;Acc:ZDB-GENE-081104-212]	4.67215129771	5.37380143191905	10.4870860567815	12.0216620360388	4.52871085408773	0	1.88184644055514	0	0.339856568819257	0	26.6343658254128	35.2268121664231	31.5285662822201	31.6515964593826	17.6243891247762	41.9645520311943
C1ql3	complement component 1, q subcomponent-like 3a [Source:ZFIN;Acc:ZDB-GENE-080417-1]	4.67215129771	0	0	6.01083101801938	0	0.820890765030363	0.940923220277571	0	0	0	179.00771450103	204.021953797201	0	0	0	0.243979953669734
Lrrfip2	leucine rich repeat (in FLII) interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7781]	943.774562137421	816.817817651696	749.826653059877	571.028946711841	909.365139500815	788.876025194178	720.74718673262	762.51906721331	786.088243678941	789.50749644163	3175.68357178818	2051.22791677401	1319.27344537165	2142.09032731019	2355.79334634508	2327.81273796294
Foxn4	forkhead box N4 [Source:NCBI gene;Acc:30315]	4.67215129771	16.1214042957572	5.24354302839075	18.0324930540581	14.4918747330807	9.02979841533399	0.940923220277571	6.36056140462526	6.45727480756588	9.3632293221256	6.19403856404949	0.733891920133816	1.97053539263876	2.9907020276582	2.34991854997016	2.68377949036708
Themis	thymocyte selection associated [Source:NCBI gene;Acc:555433]	4.67215129771	16.1214042957572	5.24354302839075	12.0216620360388	0.905742170817545	2.46267229509109	5.64553932166543	5.23810939204433	0	0.374529172885024	74.3284627685939	20.5489737637468	9.85267696319378	16.9473114900631	44.0609728119405	48.5520107802772
Scin	scinderin [Source:ZFIN;Acc:ZDB-GENE-060503-6]	14.01645389313	21.4952057276762	26.2177151419537	12.0216620360388	23.5492964412562	19.7013783607287	16.9366179649963	14.9660268344124	23.1102466797095	11.9849335323208	66.2762126353296	41.8318394476275	37.4401724601364	30.6546957834966	49.9357691868659	65.6306075371586
Homer3	homer scaffold protein 3b [Source:ZFIN;Acc:ZDB-GENE-040426-739]	28.03290778626	37.6166100234334	57.6789733122982	72.1299722162325	57.0617567615054	51.7161181969128	54.5735467760991	48.2654365409799	53.6973378734426	43.8199132275478	120.16434814256	140.173356745559	58.1307940828433	122.618783133986	100.752757829971	110.03495910505
Nprl3	NPR3-like, GATOR1 complex subunit [Source:ZFIN;Acc:ZDB-GENE-030131-1348]	32.70505908397	80.6070214787858	99.6273175394242	78.1408032342519	96.0086701066598	73.8801688527326	112.910786433309	85.3063529561505	82.5851462230794	63.295430217569	32.8284043894623	30.8234606456203	30.5432985859007	31.4023712904111	29.0802420558807	32.6933137917444
Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4 [Source:ZFIN;Acc:ZDB-GENE-080204-52]	420.4936167939	241.821064436357	225.472350220802	132.238282396426	268.099682561993	259.401481749595	158.075101006632	279.490551132651	231.782179934733	222.095799520819	494.28427741115	506.385424892333	599.042759362182	430.411866813809	544.88736377433	588.967608158739
Ppp1r14a	protein phosphatase 1, regulatory (inhibitor) subunit 14Aa [Source:ZFIN;Acc:ZDB-GENE-050417-413]	0	0	5.24354302839075	0	2.71722651245264	11.4924707104251	8.46830898249814	9.35376677150773	4.75799196346959	6.36699593904541	13.0074809845039	10.2744868818734	23.6464247116651	14.2058346313765	14.6869909373135	14.1508373128446
Stk3	serine/threonine kinase 3 (STE20 homolog, yeast) [Source:NCBI gene;Acc:324125]	200.90250580153	295.559078755548	220.228807192411	174.314099522562	210.13218362967	248.7299018042	248.403730153279	220.000594465862	235.860458760564	224.717503731014	98.4852131683869	84.3975708153888	72.909809527634	81.7458554226575	96.6404003675228	78.8055250353242
Fen1	flap structure-specific endonuclease 1 [Source:NCBI gene;Acc:386707]	98.1151772519101	118.223631502219	78.6531454258612	186.335761558601	125.898161743639	90.2979841533399	71.5101647410954	118.979913333578	115.551233398547	94.755880739911	294.836235648756	318.509093338076	151.731225233184	244.988341099001	260.547219227941	288.384305237626
Scube3	signal peptide, CUB domain, EGF-like 3 [Source:ZFIN;Acc:ZDB-GENE-060717-1]	0	5.37380143191905	31.4612581703445	42.0758171261356	0	0	0	7.10886274634587	6.45727480756588	0.374529172885024	116.44792500413	47.702974808698	33.4991016748588	59.5648153841925	72.5537352303286	77.8296052206453
Lpcat1	lysophosphatidylcholine acyltransferase 1 [Source:NCBI gene;Acc:555969]	84.09872335878	26.8690071595953	36.7048011987352	66.1191411982132	48.0043350533299	36.1191936613359	47.9870842341561	47.1429845283989	46.9002064970574	49.0633216479381	17.9627118357435	27.1540010449512	23.6464247116651	21.682589700522	22.0304864059702	22.6901356912853
Rcc2	regulator of chromosome condensation 2 [Source:NCBI gene;Acc:406455]	378.44425511451	290.185277323629	283.1513235331	132.238282396426	223.718316191934	235.595649563714	245.580960492446	223.742101174465	263.048984266105	287.638404775698	590.291875153917	620.138672513074	709.392741349952	514.400748757211	646.227601241794	717.545043742689
Stag2	stromal antigen 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3432]	285.00122916031	365.418497370496	367.048011987352	240.433240720775	270.816909074446	300.446020001113	309.563739471321	289.592619245879	220.566913163698	400.746214986976	115.828521147726	103.478760738868	100.497305024577	88.2257098159169	77.8410519677615	145.412052387162
Glra1	glycine receptor, alpha 1 [Source:NCBI gene;Acc:30676]	0	0	0	6.01083101801938	5.43445302490527	6.5671261202429	14.1138483041636	0	0	0.374529172885024	1.2388077128099	0	1.97053539263876	0	0.29373981874627	0
Capn9	calpain 9 [Source:ZFIN;Acc:ZDB-GENE-010724-2]	4.67215129771	0	5.24354302839075	24.0433240720775	0	0.820890765030363	0.940923220277571	0	0	1.12358751865507	0	0	0	0.74767550691455	0	0.487959907339469
