Symbols	Description	SRR3143899	SRR3143916	SRR11033311	SRR11033312	SRR11033313	SRR11294126	SRR11294127	SRR11294128	SRR5809464	SRR5809465	SRR5809466	SRR5809467	SRR6910774	SRR6910775	SRR6910776	SRR12554271	SRR12554272	SRR12554273
Ppm1e	protein phosphatase, Mg2+/Mn2+ dependent, 1E [Source:ZFIN;Acc:ZDB-GENE-070326-2]	38.1463174634404	38.657962092202	74.8600127058051	9.60922681966007	23.999143084373	29.1744449916056	25.0156640785943	40.5149743231646	172.86959801527	112.8498300703	73.4096023974705	72.1299722162325	81.5167953735791	86.1935303281881	58.3372396572094	80.8165449058268	96.1794089758497	103.744580889152
Tnfaip3	tumor necrosis factor, alpha-induced protein 3 [Source:ZFIN;Acc:ZDB-GENE-100212-2]	24.5943362593234	10.0410291148577	47.7555253468067	1.20115335245751	2.66657145381922	7.11571829063552	18.9307728162335	0.686694480053638	28.03290778626	85.9808229107049	57.6789733122982	42.0758171261356	25.3607807828913	50.8952274318825	14.1138483041636	45.2722311740974	43.5016408088649	43.8199132275478
Guk1	guanylate kinase 1a [Source:ZFIN;Acc:ZDB-GENE-040625-130]	79.8061115353555	137.56209887355	114.871398807184	127.322255360496	87.9968579760342	106.024202530469	130.487112626181	83.7767265665438	219.59111099237	214.952057276762	241.202979305974	498.898974495608	167.562301601246	253.655246394382	304.859123369933	263.402072285658	290.917222909284	270.784591995872
Rarg	retinoic acid receptor gamma a [Source:NCBI gene;Acc:30606]	618.873808321342	436.784766496308	520.148019317922	687.059717605695	512.870576284563	607.682342020273	551.696807787377	618.025032048274	154.18099282443	85.9808229107049	209.74172113563	408.736509225318	272.628393416081	307.834036886386	213.589571003009	219.252293124141	227.024187971264	220.223153656394
Rxra	retinoid x receptor, alpha b [Source:NCBI gene;Acc:793011]	0.50192522978211	0.502051455742883	0	1.20115335245751	0.888857151273073	0	0.676099029151197	0	4.67215129771	0	5.24354302839075	6.01083101801938	0.905742170817545	0	3.76369288111029	2.61905469602216	3.39856568819257	2.62170421019517
Foxk1	forkhead box K1 [Source:ZFIN;Acc:ZDB-GENE-030131-6402]	489.377099037557	297.71651325553	491.752842084685	385.57022613886	433.76228982126	552.89131118238	313.709949526155	560.342695723768	98.1151772519101	193.456851549086	188.767549022067	174.314099522562	160.316364234706	150.223010000556	128.906481178027	147.041213648101	147.837607436377	174.156065391536
Arhgef18	rho/rac guanine nucleotide exchange factor (GEF) 18b [Source:ZFIN;Acc:ZDB-GENE-070705-462]	24.5943362593234	14.5594922165436	29.6858671074744	10.8103801721176	20.4437144792807	19.9240112137795	14.8741786413263	28.1544736821991	18.68860519084	80.6070214787858	57.6789733122982	60.1083101801938	45.2871085408773	33.6565213662449	30.1095430488823	39.6599711111928	32.6262306066486	63.295430217569
Arrb1	arrestin, beta 1 [Source:ZFIN;Acc:ZDB-GENE-060824-1]	0.50192522978211	1.00410291148577	0	0	0	0	0	0	0	0	0	6.01083101801938	0.905742170817545	0.820890765030363	0	3.74150670860309	2.03913941291554	3.37076255596522
Car12	carbonic anhydrase XII [Source:ZFIN;Acc:ZDB-GENE-080815-4]	0.50192522978211	0	1.29068987423802	2.40230670491502	5.33314290763844	2.13471548719066	2.02829708745359	5.4935558404291	0	0	0	0	0	0.820890765030363	0.940923220277571	0.374150670860309	0.339856568819257	0.374529172885024
Prss29	zgc:112038 [Source:ZFIN;Acc:ZDB-GENE-050522-271]	5.0192522978211	6.0246174689146	5.16275949695208	6.00576676228754	0.888857151273073	2.84628731625421	4.05659417490718	4.12016688032183	4.67215129771	0	0	0	0	0	4.70461610138786	0.374150670860309	0.339856568819257	2.24717503731014
Trim28		21.0808596508486	0	0	0	0.888857151273073	10.6735774359533	16.9024757287799	20.6008344016091	4.67215129771	5.37380143191905	5.24354302839075	0	0	0	0.940923220277571	0	0	0.374529172885024
Aldob	aldolase b, fructose-bisphosphate [Source:NCBI gene;Acc:321664]	81.813812454484	81.3323358303471	82.6041519512332	103.299188311346	61.3311434378421	71.8687547354187	80.4557844689924	80.3432541662756	182.21390061069	166.587844389491	146.819204794941	168.303268504543	177.525465480239	179.775077541649	159.01602422691	168.741952557999	168.908714703171	164.792836069411
Il11ra1	growth hormone receptor a [Source:ZFIN;Acc:ZDB-GENE-070509-1]	8.03080367651376	3.51436019020018	11.6162088681422	0	7.99971436145766	4.98100280344486	0	13.7338896010728	4.67215129771	5.37380143191905	15.7306290851722	48.086648144155	9.963163878993	17.2387060656376	14.1138483041636	14.2177254926917	14.2739758904088	13.8575793967459
Rffl	zgc:171740 [Source:ZFIN;Acc:ZDB-GENE-071004-29]	2.50962614891055	2.00820582297153	3.87206962271406	1.20115335245751	3.55542860509229	0.711571829063552	2.70439611660479	0.686694480053638	18.68860519084	0	20.974172113563	12.0216620360388	6.34019519572282	6.5671261202429	0.940923220277571	6.73471207548556	6.11741823874662	10.1122876678956
Sfxn3	sideroflexin 3 [Source:ZFIN;Acc:ZDB-GENE-070112-2092]	24.0924110295413	26.1066756986299	49.0462152210447	7.20692011474505	20.4437144792807	24.9050140172243	24.3395650494431	24.721001281931	107.45947984733	59.1118157511096	141.57566176655	60.1083101801938	88.7627327401194	84.5517487981273	62.1009325383197	88.299558323033	88.0228513241875	74.5313054041198
Zfyve28	zinc finger, FYVE domain containing 28 [Source:NCBI gene;Acc:777615]	23.0885605699771	16.0656465837723	36.1393164786645	8.40807346720256	19.5548573280076	23.4818703590972	23.6634660202919	21.2875288816628	79.42657206107	21.4952057276762	62.922516340689	42.0758171261356	45.2871085408773	67.3130427324897	28.2276966083271	46.3946831866783	54.0371944422618	44.9435007462029
Tkfc	triokinase/FMN cyclase [Source:ZFIN;Acc:ZDB-GENE-060929-652]	426.636445314794	349.929864652789	265.882114093032	418.001366655213	519.981433494748	437.616674874084	340.077811663052	455.965134755616	191.55820320611	118.223631502219	220.228807192411	144.259944432465	201.980504092313	155.148354590739	254.990192695222	177.347417987787	186.581256281772	168.538127798261
Zc3hc1	zinc finger, C3HC-type containing 1 [Source:ZFIN;Acc:ZDB-GENE-061013-94]	54.70985004625	81.3323358303471	69.697253208853	63.6611276802479	68.4420006480266	62.6183209575926	76.3991902940852	59.7424197646665	191.55820320611	112.8498300703	188.767549022067	96.17329628831	113.217771352193	114.10381633922	167.484333209408	142.925556268638	144.099185179365	137.826735621689
Rc3h2	ring finger and CCCH-type domains 2 [Source:ZFIN;Acc:ZDB-GENE-060503-694]	20.5789344210665	10.0410291148577	27.1044873589984	3.60346005737252	11.55514296655	13.5198647522075	10.8175844664191	8.92702824069729	93.4430259542001	85.9808229107049	52.4354302839075	48.086648144155	42.5698820284246	67.3130427324897	41.4006216922131	61.734860691951	64.2328915068395	57.6774926242937
Nudt7	nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:ZFIN;Acc:ZDB-GENE-131127-212]	36.1386165443119	45.6866824726024	42.5927658498546	33.6322938688102	47.1094290174729	47.675312547258	36.5093475741646	39.828279843111	9.34430259542001	26.8690071595953	36.7048011987352	6.01083101801938	29.889491636979	9.85068918036435	7.52738576222057	18.3333828721551	14.2739758904088	16.104754434056
Hspg2	heparan sulfate proteoglycan 2 [Source:ZFIN;Acc:ZDB-GENE-080807-4]	182.700783640688	138.064150329293	331.707297679171	73.270354499908	117.329143968046	153.699515077727	173.081351462706	218.368844657057	476.55943236642	435.277915985443	456.188243469995	468.844819405511	309.7638224196	351.341247432995	191.948336936625	398.470464466229	379.61978737111	467.41240776051
Pi4ka	phosphatidylinositol 4-kinase, catalytic, alpha a [Source:ZFIN;Acc:ZDB-GENE-100204-2]	32.6251399358372	31.6292417118016	65.825183586139	12.0115335245751	28.4434288407383	32.7323041369234	31.7766543701063	46.0085301635937	116.80378244275	96.728425774543	110.114403596206	72.1299722162325	75.1766001778563	119.029160929403	73.3920111816506	81.1906955766871	94.1402695629341	103.744580889152
Inpp5k	inositol polyphosphate-5-phosphatase Kb [Source:ZFIN;Acc:ZDB-GENE-100408-3]	1.00385045956422	0	0	0	0	0	0.676099029151197	0.686694480053638	0	5.37380143191905	0	0	3.62296868327018	0	8.46830898249814	2.99320536688247	3.39856568819257	2.62170421019517
Tesk1	si:dkeyp-75h12.2 [Source:ZFIN;Acc:ZDB-GENE-030131-7512]	16.0616073530275	14.5594922165436	14.1975886166182	10.8103801721176	23.1102859330999	24.1934421881608	10.141485437268	16.4806675212873	70.08226946565	0	57.6789733122982	48.086648144155	21.7378120996211	49.2534459018217	26.345850167772	44.8980805032371	36.3646528636605	35.5802714240773
Pea15a	proliferation and apoptosis adaptor protein 15 [Source:ZFIN;Acc:ZDB-GENE-170119-2]	8.53272890629587	5.52256601317171	20.6510379878083	1.20115335245751	3.55542860509229	4.98100280344486	8.11318834981436	4.80686136037547	37.37721038168	16.1214042957572	10.4870860567815	18.0324930540581	15.3976169038983	20.5222691257591	16.9366179649963	19.8299855555964	15.6334021656858	15.355696088286
Phldb2	pleckstrin homology-like domain, family B, member 2a [Source:ZFIN;Acc:ZDB-GENE-091118-9]	11.5442802849885	8.03282329188613	24.5231076105224	1.20115335245751	6.22200005891151	9.25043377782618	6.76099029151197	8.92702824069729	32.70505908397	16.1214042957572	36.7048011987352	18.0324930540581	20.8320699288035	27.089395246002	10.3501554230533	19.4558348847361	21.4109638356132	19.4755169900212
Mirlet7b		2.50962614891055	2.00820582297153	2.58137974847604	19.2184536393201	11.55514296655	5.69257463250842	2.02829708745359	2.74677792021455	0	0	0	0	4.52871085408773	0.820890765030363	1.88184644055514	0.374150670860309	1.35942627527703	0
Socs5	suppressor of cytokine signaling 1b [Source:ZFIN;Acc:ZDB-GENE-090313-141]	38.6482426932225	3.0123087344573	11.6162088681422	14.4138402294901	21.3325716305538	9.25043377782618	10.8175844664191	14.4205840811264	0	10.7476028638381	5.24354302839075	12.0216620360388	0.905742170817545	7.38801688527326	3.76369288111029	4.86395872118402	4.07827882583108	4.11982090173526
Zscan4b	si:dkeyp-113d7.10 [Source:ZFIN;Acc:ZDB-GENE-061207-80]	11.0423550552064	4.51846310168595	14.1975886166182	4.80461340983003	7.11085721018459	9.25043377782618	10.8175844664191	6.18025032048274	28.03290778626	37.6166100234334	31.4612581703445	18.0324930540581	12.6803903914456	21.3431598907894	16.9366179649963	20.2041362264567	23.4501032485287	23.5953378917565
Creb1	cAMP responsive element binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-050417-355]	93.3580927394725	64.7646377908319	83.8948418254712	60.0576676228754	115.5514296655	115.274636308295	70.3142990317245	103.004172008046	65.41011816794	53.7380143191905	47.1918872555167	18.0324930540581	40.7583976867895	39.4027567214574	45.1643145733234	42.6531764780752	42.1422145335878	41.5727381902377
Smpd3	sphingomyelin phosphodiesterase 3 [Source:ZFIN;Acc:ZDB-GENE-081104-280]	1.50577568934633	0.502051455742883	0	0	0.888857151273073	0.711571829063552	0.676099029151197	0	4.67215129771	0	0	0	2.71722651245264	4.92534459018218	3.76369288111029	2.61905469602216	3.05870911937331	1.4981166915401
Hdac4	histone deacetylase 4 [Source:ZFIN;Acc:ZDB-GENE-061013-95]	20.5789344210665	11.5471834820863	28.3951772332364	3.60346005737252	9.77742866400381	6.40414646157197	0	17.1673620013409	23.36075648855	21.4952057276762	36.7048011987352	72.1299722162325	16.3033590747158	37.7609751913967	30.1095430488823	32.5511083648469	29.2276649184561	34.0821547325372
Lrp6	low density lipoprotein receptor-related protein 6 [Source:ZFIN;Acc:ZDB-GENE-090821-1]	156.098746462236	147.603127988408	157.464164657038	121.316488598208	207.103716246626	193.547537505286	146.037390296659	187.467593054643	112.13163114504	96.728425774543	78.6531454258612	66.1191411982132	67.9306628113159	87.8353118582488	69.6283183005403	94.6601197276582	49.2792024787922	94.381351567026
Tmem38b		37.1424670038761	31.1271902560588	14.1975886166182	34.8334472212677	56.8868576814767	42.6943097438131	31.7766543701063	37.0815019228964	4.67215129771	16.1214042957572	36.7048011987352	24.0433240720775	17.2091012455334	16.4178153006072	14.1138483041636	16.4626295178536	18.0123981474206	12.7339918780908
Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase b (lipoamide) [Source:ZFIN;Acc:ZDB-GENE-090311-8]	89.3426909012156	72.797461082718	92.9296709451374	78.074967909738	63.9977148916613	56.9257463250842	96.6821611686211	64.549281125042	126.14808503817	290.185277323629	162.549833880113	288.51988886493	154.8819112098	162.536371476012	269.104040999385	153.027624381866	212.750212080855	253.181720870276
Errfi1	ERBB receptor feedback inhibitor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-6256]	1239.75531756181	1178.81681808429	2226.44003306058	974.135368843039	985.742580761838	1591.0746097861	1272.41837286255	1786.77903709957	1055.90619328246	1107.00309497533	424.726985299651	384.69318515324	428.416046796699	637.011233663561	462.934224376565	660.750084739306	669.177584005117	689.882736454214
Rnf126	ring finger protein 126 [Source:ZFIN;Acc:ZDB-GENE-070209-292]	29.6135885571445	47.6948882955739	47.7555253468067	27.6265271065227	40.8874289585614	37.7133069403683	43.2703378656766	36.3948074428428	88.7708746564901	80.6070214787858	62.922516340689	108.194958324349	79.705311031944	73.0592780877023	89.3877059263693	81.1906955766871	83.9445724983564	80.5237721702801
Bmpr1b	bone morphogenetic protein receptor, type IBa [Source:NCBI gene;Acc:30742]	22.0847101104128	26.6087271543728	18.0696582393323	40.8392139835553	11.55514296655	21.3471548719066	22.9873669911407	13.0471951210191	14.01645389313	10.7476028638381	15.7306290851722	12.0216620360388	12.6803903914456	8.20890765030362	6.586462541943	7.85716408806649	10.1956970645777	9.3632293221256
Synpo	synaptopodin [Source:NCBI gene;Acc:100536545]	4.51732706803899	2.51025727871442	9.03482911966613	1.20115335245751	1.77771430254615	0.711571829063552	4.05659417490718	3.43347240026819	46.7215129771	26.8690071595953	10.4870860567815	18.0324930540581	25.3607807828913	11.4924707104251	0	20.9524375681773	20.7312506979747	14.981166915401
