ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Group
GO:0050795	regulation of behavior	11/1159	5.66020641615337	0.00235411638442656	0.0246852886345486	0.0179164362807142	Uts2r/Ttc21b/Mchr1/Npsr1/Drd1/Dbn1/Cckbr/Ghrhr/Sgip1/Casp1/Htr2b	11	Amputation
GO:0060993	kidney morphogenesis	11/1159	5.66020641615337	0.00235411638442656	0.0246852886345486	0.0179164362807142	Lrrk2/Osr1/Commd5/Agtr2/Sox8/Gcnt3/Shh/Hey1/Wnt4/Bcl2/Irx3	11	Amputation
GO:0045216	cell-cell junction organization	18/1159	4.91403476728521	0.00235786584367374	0.0246852886345486	0.0179164362807142	Ocln/Cldn7/Cdh6/Zfp703/Ugt8a/Cgn/F2r/Arvcf/Tjp2/Perp/Esam/F2rl1/Inava/Mpdz/Cldn8/Irx3/Cav1/Cldn1	18	Amputation
GO:0008306	associative learning	12/1159	5.52173674188827	0.00236147531580503	0.0246852886345486	0.0179164362807142	Tac1/Tnr/Drd1/Hmgcr/Adrb2/Kit/Nts/Grin2a/Apbb1/Deaf1/Tanc1/Chrna7	12	Amputation
GO:0051952	regulation of amine transport	12/1159	5.52173674188827	0.00236147531580503	0.0246852886345486	0.0179164362807142	Stxbp1/Abat/Nr3c1/Per2/Agtr2/Sdhd/Rgs4/Tacr2/Syt15/Chrna3/Chrna7/Slc12a2	12	Amputation
GO:0008202	steroid metabolic process	25/1159	4.45524400264227	0.00238893665441136	0.024924875208003	0.0180903267966632	Cyp3a13/Slco1a6/Comt/Cyp39a1/Ifng/Nr3c1/Pip4p1/Tsku/Cyp51/Angptl3/Ebp/Hmgcr/Kit/Cyp2r1/Lss/Shh/Wnt4/Gc/Apoc1/Plekha1/Npc1l1/Lima1/Scp2/Stard4/Igfbp7	25	Amputation
GO:0035025	positive regulation of Rho protein signal transduction	6/1159	6.71997887150522	0.00241189640817831	0.0251166745504413	0.018229533623383	P2ry10/Arhgef3/F2r/Lpar6/F2rl1/F2rl3	6	Amputation
GO:0006643	membrane lipid metabolic process	16/1159	5.08237008210442	0.00242532720616693	0.0252087039913714	0.0182963280465225	9130409I23Rik/Smpdl3b/Ormdl3/Itgb8/Ugt8a/B4galt6/Smpdl3a/Kit/St6galnac3/Mgst2/Aloxe3/Abca12/Map7/Cerkl/Neu3/Pemt	16	Amputation
GO:0090343	positive regulation of cell aging	4/1159	7.56727673189242	0.00243021154306021	0.025211722019498	0.018298518513461	Cgas/Ypel3/Abi3/B2m	4	Amputation
GO:0032410	negative regulation of transporter activity	10/1159	5.80941881434005	0.00245617455360824	0.0253553540832066	0.0184027658145722	Osr1/Gem/Ppp2ca/Rrad/Crbn/Sri/Kcne4/Nedd4/Hamp/Cav1	10	Amputation
GO:0032890	regulation of organic acid transport	10/1159	5.80941881434005	0.00245617455360824	0.0253553540832066	0.0184027658145722	Pla2g3/Stxbp1/Abat/Nr3c1/Per2/Agtr2/Irs2/Rgs4/Acsl1/Slc12a2	10	Amputation
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	18/1159	4.90935091797278	0.00248081839215082	0.0253553540832066	0.0184027658145722	Foxf2/Sumo3/Socs4/Dnaaf4/Psme1/Ubb/Lrrk2/Nkd2/Trib3/Rnf144a/Rad23b/Rnf139/Gsk3b/Rnf180/Shh/Xpo1/Aqp11/Cav1	18	Amputation
GO:0006937	regulation of muscle contraction	15/1159	5.17546050517043	0.0024809751662232	0.0253553540832066	0.0184027658145722	Abat/Tnni2/Kcnj2/Ormdl3/Adrb2/Kit/Sri/Bin1/Sstr2/F2r/Dbn1/Tacr2/Akap6/Chrna3/Cav1	15	Amputation
GO:0006687	glycosphingolipid metabolic process	7/1159	6.42517933128457	0.00248101770092601	0.0253553540832066	0.0184027658145722	Itgb8/Ugt8a/B4galt6/Kit/St6galnac3/Map7/Neu3	7	Amputation
GO:0030835	negative regulation of actin filament depolymerization	7/1159	6.42517933128457	0.00248101770092601	0.0253553540832066	0.0184027658145722	Scin/Plekhh2/Avil/Tpm1/Lima1/Carmil1/Twf1	7	Amputation
GO:0043616	keratinocyte proliferation	7/1159	6.42517933128457	0.00248101770092601	0.0253553540832066	0.0184027658145722	Crnn/Fermt1/Bcl11b/Stxbp4/Twist2/Vdr/Irf6	7	Amputation
GO:1903018	regulation of glycoprotein metabolic process	7/1159	6.42517933128457	0.00248101770092601	0.0253553540832066	0.0184027658145722	Il15/Itm2c/Mustn1/Ramp1/Necab3/Bcl2/Ncstn	7	Amputation
GO:0022600	digestive system process	12/1159	5.51315299819688	0.00253789709084319	0.0258884372389357	0.0187896744115645	Pbld2/Tac1/Gcnt3/Tjp2/Cckbr/Inava/Vdr/Npc1l1/Lima1/Hamp/Gpr39/Ptger1	12	Amputation
GO:0061136	regulation of proteasomal protein catabolic process	16/1159	5.07682990172881	0.00256437821564784	0.0260818642269328	0.0189300625737904	Foxf2/Socs4/Dnaaf4/Psme1/Ubb/Lrrk2/Nkd2/Trib3/Rnf144a/Rad23b/Gsk3b/Rnf180/Shh/Xpo1/Aqp11/Cav1	16	Amputation
GO:0042551	neuron maturation	8/1159	6.18098237077253	0.0025663641914256	0.0260818642269328	0.0189300625737904	Lrrk2/Ngf/B4galt6/Gsk3b/Ret/Bcl2/Ntn4/Kcnip2	8	Amputation
GO:0043254	regulation of protein-containing complex assembly	31/1159	4.16385959349195	0.00257178764138559	0.0260886701957932	0.0189350023056777	H3f3b/Stxbp1/Cdh17/Traf3ip1/Scin/Cldn7/Ifng/Mapre1/Eif4ebp1/Gsk3b/Fermt1/Arf6/Arpc4/Crbn/Terf1/Bin1/Avil/Kank1/Cdc42ep5/Dbn1/Rasip1/Nck1/Esam/Tpm1/Insm1/Cav1/Carmil1/Slain1/Dnai3/Jmy/Twf1	31	Amputation
GO:0051604	protein maturation	24/1159	4.50388580986462	0.00260878710406598	0.026415172743753	0.0191719759211219	Prkacb/Aph1c/Adam19/Galnt2/Cdk20/Lrrk2/Atp6ap2/Adam9/Nkd2/Aanat/Rnf139/Mipep/Perp/Shh/Chac1/Cpz/Srgn/Asph/Clec3b/Fam111a/Ncstn/Casp1/Dync2h1/Mmp16	24	Amputation
GO:0044270	cellular nitrogen compound catabolic process	29/1159	4.24946095916932	0.00264838271657436	0.0267667115074771	0.0194271206736791	Tnfrsf1b/Pnp2/Gspt2/Ahcy/Entpd4/Dnase1l1/Dpyd/Fen1/Acot7/Dnd1/Syncrip/Calcr/Pde12/Exosc6/Pm20d1/Upp1/Smpdl3a/Mov10/Srsf1/Nudt4/Gmpr2/Nit1/Aldh1l2/Dnph1/Tnrc6b/Ctif/Cnot6/E2f1/Mlycd	29	Amputation
GO:0006112	energy reserve metabolic process	10/1159	5.79799011851643	0.00267397133796709	0.0269756520271385	0.0195787684653008	Pygb/Ugp2/Per2/Irs2/Phlda2/Gsk3b/C1qtnf2/Pask/Rb1cc1/Dyrk2	10	Amputation
GO:0046824	positive regulation of nucleocytoplasmic transport	9/1159	5.97126183979046	0.00270214190608347	0.0271535962132561	0.0197079193016267	Efcab7/Ifng/Mapk1/Bag3/Gsk3b/Shh/Ptpn5/Nedd4/Wipf1	9	Amputation
GO:2000278	regulation of DNA biosynthetic process	12/1159	5.50464230852897	0.00272489583303132	0.0271535962132561	0.0197079193016267	Acvrl1/Dscc1/Pif1/Mapk1/Aurkb/Gsk3b/Pcna/Chtf18/Terf1/Nppc/Chtf8/Xrcc5	12	Amputation
GO:0051962	positive regulation of nervous system development	26/1159	4.39200454450635	0.00274607685473788	0.0271535962132561	0.0197079193016267	Tnfrsf1b/Stk25/Ngf/Ifng/Dscam/Sox8/Smarcd3/Plag1/Gsk3b/Id2/Gdi1/Kit/Dixdc1/Cbln1/Bin1/Fbxo31/Shh/Dbn1/Vegfc/Flrt1/Amigo1/Sox11/Slitrk6/Xrcc5/E2f1/Mag	26	Amputation
GO:0010563	negative regulation of phosphorus metabolic process	31/1159	4.1594348075116	0.00274814600947179	0.0271535962132561	0.0197079193016267	Socs4/Ocln/Lrrk2/Traf3ip1/Ppp4r4/Lpcat1/Trib3/Midn/Ifng/Ppp2ca/Ctdsp2/Irs2/Drd1/Sfrp5/Paqr3/Gsk3b/Hmgcr/Ubash3b/Fam72a/Akt1s1/Rasip1/Ptpn5/Nck1/Ppp1r16b/Thy1/Insm1/Apoc1/Chrna7/Ptpn13/Cav1/Kirrel2	31	Amputation
GO:0045936	negative regulation of phosphate metabolic process	31/1159	4.1594348075116	0.00274814600947179	0.0271535962132561	0.0197079193016267	Socs4/Ocln/Lrrk2/Traf3ip1/Ppp4r4/Lpcat1/Trib3/Midn/Ifng/Ppp2ca/Ctdsp2/Irs2/Drd1/Sfrp5/Paqr3/Gsk3b/Hmgcr/Ubash3b/Fam72a/Akt1s1/Rasip1/Ptpn5/Nck1/Ppp1r16b/Thy1/Insm1/Apoc1/Chrna7/Ptpn13/Cav1/Kirrel2	31	Amputation
GO:0002903	negative regulation of B cell apoptotic process	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Slc39a10/Cd74/Ormdl3/Irs2/Aurkb	5	Amputation
GO:0033008	positive regulation of mast cell activation involved in immune response	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Pla2g3/Stxbp1/Stxbp2/Pld2/Nppc	5	Amputation
GO:0043306	positive regulation of mast cell degranulation	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Pla2g3/Stxbp1/Stxbp2/Pld2/Nppc	5	Amputation
GO:0071459	protein localization to chromosome, centromeric region	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Cenpa/Rcc2/Aurkb/Ctcf/Zwilch	5	Amputation
GO:1901032	negative regulation of response to reactive oxygen species	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Reg3b/Pycr1/Lrrk2/Il10/Rnf146	5	Amputation
GO:1902683	regulation of receptor localization to synapse	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Hras/Gsk3b/Dbn1/Rapgef4/Tyrobp	5	Amputation
GO:1903206	negative regulation of hydrogen peroxide-induced cell death	5/1159	7.05645110812643	0.00275098387291735	0.0271535962132561	0.0197079193016267	Reg3b/Pycr1/Lrrk2/Il10/Rnf146	5	Amputation
GO:0062013	positive regulation of small molecule metabolic process	15/1159	5.16333914463809	0.00278806256101968	0.0274023288733631	0.0198884479930961	Nnmt/Pla2g3/Cd74/Comt/Ifng/Irs2/C1qtnf2/Wnt4/Prxl2c/Dyrk2/Guca1a/Scp2/Stard4/Mlycd/Adcyap1r1	15	Amputation
GO:0002717	positive regulation of natural killer cell mediated immunity	6/1159	6.69180799453852	0.00279787214719705	0.0274023288733631	0.0198884479930961	Klrc2/Klrb1c/Pvr/Il12b/Cd226/Sh2d1a	6	Amputation
GO:0010043	response to zinc ion	6/1159	6.69180799453852	0.00279787214719705	0.0274023288733631	0.0198884479930961	Glra1/Aanat/Gsk3b/Grin2a/Gabrb3/Gpr39	6	Amputation
GO:0042832	defense response to protozoan	6/1159	6.69180799453852	0.00279787214719705	0.0274023288733631	0.0198884479930961	Gbp6/Gbp2/Hras/Ifng/Il12b/Il10	6	Amputation
GO:0045740	positive regulation of DNA replication	7/1159	6.40412592208674	0.00280614227894134	0.0274023288733631	0.0198884479930961	Cst3/Hras/E2f7/Cdk2/Npm2/Pcna/Ino80	7	Amputation
GO:0090317	negative regulation of intracellular protein transport	7/1159	6.40412592208674	0.00280614227894134	0.0274023288733631	0.0198884479930961	Lrrk2/Ppp2ca/Derl3/Bag3/Fermt1/Rangap1/Gdi1	7	Amputation
GO:0033674	positive regulation of kinase activity	30/1159	4.19998090190595	0.00284431717331278	0.0277257773483846	0.0201232049804909	Fgfr3/Hras/Lrrk2/Cd74/Cdc6/Adam9/Ror1/Epha6/Ifng/Ppp2ca/Il12b/Osbpl8/Bora/Cab39/Phb2/Fzd8/Adrb2/Ret/Kit/Vegfc/Vav3/Akap6/Fgf18/Nedd9/Xrcc5/Acsl1/Chrna3/Gpr39/Card10/Htr2b	30	Amputation
GO:0060324	face development	8/1159	6.16445306882132	0.00285226210864726	0.0277539263337875	0.0201436353473707	Mapk1/Hoxb3/Tbx1/Sox3/Twist2/Asph/Plekha1/Itga4	8	Amputation
GO:0140013	meiotic nuclear division	17/1159	4.9770095664466	0.00289087691800931	0.0280798805770533	0.0203802110065156	Syce1l/Sgo2a/Zfy2/Spata22/Ubb/Tdrd9/Ncapd3/Psmc3ip/Terb2/Rad51ap1/Npm2/Chtf18/Terf1/Wnt4/Mnd1/Pttg1/Ccne2	17	Amputation
GO:0015914	phospholipid transport	10/1159	5.78669056326249	0.00290694148514821	0.028136322522916	0.0204211762365188	Tmem30c/Abcb4/Osbpl8/Abca4/Atp8b5/Abca12/Xkr8/Apoc1/Scp2/Atp8b2	10	Amputation
GO:0032024	positive regulation of insulin secretion	10/1159	5.78669056326249	0.00290694148514821	0.028136322522916	0.0204211762365188	Oxct1/Abat/Nadk/Gpr27/Irs2/Phpt1/Sri/Blk/Cacna1d/Gpr39	10	Amputation
GO:0001578	microtubule bundle formation	12/1159	5.4962034398831	0.00292293121711274	0.0282412790836527	0.0204973530866468	Rsph4a/Pla2g3/Dnaaf4/Spag1/Cfap65/Mapre1/Meig1/Odad4/Map7/Dnah5/Rp1l1/Dnai3	12	Amputation
GO:0030178	negative regulation of Wnt signaling pathway	15/1159	5.15733312057788	0.00295297703755759	0.0284078901619395	0.0206182784204348	Stk3/Nkd2/Tbx18/Sfrp5/Tsku/Gsk3b/Fermt1/Hic1/Shh/Mdfi/Vgll4/Cav1/Mcc/Fzd1/Shisa6	15	Amputation
GO:0071248	cellular response to metal ion	15/1159	5.15733312057788	0.00295297703755759	0.0284078901619395	0.0206182784204348	Lrrk2/Glra1/Mapk1/Id2/Rasgrp2/Shh/Grin2a/B2m/Gabrb3/Asph/Syt15/Cpne9/Gpr39/Ncstn/Slc12a2	15	Amputation
GO:1901342	regulation of vasculature development	23/1159	4.55174183104225	0.00296245773740927	0.0284078901619395	0.0206182784204348	Ccl11/Itgb2/Hc/Prok1/Uts2r/Acvrl1/Itgb8/Tspan12/Angptl3/Tafa5/Adrb2/Shh/Vegfc/Wnt4/Il10/Ppp1r16b/Fgf18/Vash1/Pkm/Minar1/Cysltr2/Bmper/Slc12a2	23	Amputation
GO:0042982	amyloid precursor protein metabolic process	9/1159	5.95783881945832	0.00296401368990066	0.0284078901619395	0.0206182784204348	Aph1c/Adam19/Adam9/Ifng/Itm2c/Bin1/Necab3/Chrna7/Ncstn	9	Amputation
GO:0003300	cardiac muscle hypertrophy	11/1159	5.63093603385326	0.00296605704496927	0.0284078901619395	0.0206182784204348	Tnfrsf1b/Col14a1/Nr3c1/Agtr2/Gsk3b/Rgs4/Akap6/Trip10/Hamp/Twf1/Htr2b	11	Amputation
GO:0009896	positive regulation of catabolic process	33/1159	4.07279141580671	0.00298727153461904	0.0285612302822113	0.0207295717714991	Tnfrsf1b/Sumo3/Socs4/Lrrk2/Adam9/Lpcat1/Nkd2/Trib3/Rnf144a/Dnd1/Dtl/Ifng/Ormdl3/Pde12/Rnf139/Irs2/Nsf/Bag3/Angptl3/Gsk3b/Adrb2/Mov10/Rnf180/Dapk1/Sesn2/Prxl2c/Tnrc6b/Scoc/Vgll4/Nedd4/Cnot6/Hamp/Cav1	33	Amputation
GO:0061982	meiosis I cell cycle process	13/1159	5.3700521545562	0.00300048022164747	0.0286230220722475	0.0207744198867164	Syce1l/Sgo2a/Spata22/Ubb/Tdrd9/Psmc3ip/Terb2/Rad51ap1/Chtf18/Terf1/Mnd1/Pttg1/Ccne2	13	Amputation
GO:1900180	regulation of protein localization to nucleus	14/1159	5.25804709617971	0.00300416558192685	0.0286230220722475	0.0207744198867164	Parp9/Efcab7/Ifng/Ormdl3/Mapk1/Ppp2ca/Agtr2/Bag3/Gsk3b/Fermt1/Shh/Sesn2/Ptpn5/Card10	14	Amputation
GO:0010876	lipid localization	30/1159	4.19539373789904	0.00304110389877867	0.0288983162728205	0.0209742267869328	Slc22a22/Slco1a6/Pla2g3/Tmem30c/Abcb4/Tac1/Agtr2/Irs2/Mip/Osbpl8/Tsku/Plin2/Angptl3/Abca4/Atp8b5/Kiss1r/Shh/Abca12/Osbpl11/Zfyve1/Xkr8/Apoc1/Vps4b/Npc1l1/Acsl1/Lima1/Scp2/Stard4/Cav1/Atp8b2	30	Amputation
GO:0007519	skeletal muscle tissue development	17/1159	4.97202202493556	0.00304359089024968	0.0288983162728205	0.0209742267869328	Arntl/Myf5/Hlx/Cacna1s/Tbx1/Acta1/Sox8/Foxn2/Hmgcr/Adrb2/Popdc3/Hlf/Shh/Cflar/Bcl2/Sox11/Cav1	17	Amputation
GO:0048511	rhythmic process	23/1159	4.54847918540744	0.003084822022002	0.0291887987185293	0.0211850572255092	Prok1/Ahcy/Gas2/Arntl/Uts2r/Dpyd/Ngf/Dtl/Per2/Aanat/Drd1/Gsk3b/Id2/Enox1/Hlf/Grin2a/Cckbr/Gabrb3/Plekha1/Ghrhr/Fbxl22/Chrna7/Casp1	23	Amputation
GO:0097193	intrinsic apoptotic signaling pathway	23/1159	4.54847918540744	0.003084822022002	0.0291887987185293	0.0211850572255092	Tnfrsf1b/Siah1b/Stk25/Ubb/Hras/Lrrk2/Cd74/Itpr1/Trib3/Chek2/Il20ra/Gsk3b/Hic1/Hells/Perp/Chac1/Nck1/Prkra/Bcl2/Dyrk2/Cav1/E2f1/Jmy	23	Amputation
GO:0044106	cellular amine metabolic process	12/1159	5.48783519021259	0.00313247330137305	0.0294945676224009	0.021406982484879	Nnmt/Abat/Comt/Agtr2/Drd1/Azin1/Srm/Rnf180/Atcay/Grin2a/Insm1/Chrna7	12	Amputation
GO:0044804	autophagy of nucleus	4/1159	7.50273821075485	0.00313863474699018	0.0294945676224009	0.021406982484879	Wdr45b/Atg9b/Rb1cc1/Atg2a	4	Amputation
GO:0046500	S-adenosylmethionine metabolic process	4/1159	7.50273821075485	0.00313863474699018	0.0294945676224009	0.021406982484879	Ahcy/Dnmt1/Ahcyl1/Pemt	4	Amputation
GO:0051984	positive regulation of chromosome segregation	4/1159	7.50273821075485	0.00313863474699018	0.0294945676224009	0.021406982484879	Cdc6/Rcc2/Aurkb/Smc6	4	Amputation
GO:0008277	regulation of G protein-coupled receptor signaling pathway	13/1159	5.36267204725858	0.00319928923786809	0.0299775157398097	0.0217575033680068	Gpr27/Calcr/Pld2/Kctd12b/Apln/Adrb2/Ramp1/Kctd8/Rgs4/Grk4/Frmpd1/Pde6g/Htr2b	13	Amputation
GO:1901653	cellular response to peptide	23/1159	4.54522715002106	0.00321141486667615	0.0299775157398097	0.0217575033680068	Pck1/Trib3/Rab15/Cdk2/Irs2/Osbpl8/Slc25a33/Eif4ebp1/Gsk3b/Adrb2/Rangap1/Ahcyl1/Wdtc1/Kank1/Sik2/Umodl1/Nck1/Stxbp4/Irs4/Ghrhr/Pkm/Itga4/Cav1	23	Amputation
GO:0071695	anatomical structure maturation	22/1159	4.60544601001411	0.00322635774956517	0.0299775157398097	0.0217575033680068	Epb42/Pla2g3/Fgfr3/Lrrk2/Zbtb16/Il15/Atp6ap2/Ngf/Sox8/B4galt6/Bhlha15/Gsk3b/Fermt1/Id2/Ret/Nppc/Tmem79/Bcl2/Rflnb/Ghrhr/Ntn4/Kcnip2	22	Amputation
GO:0001964	startle response	6/1159	6.66440902035041	0.00322826381235925	0.0299775157398097	0.0217575033680068	Aph1c/Glra1/Fabp7/Dbn1/Grin2a/Slitrk6	6	Amputation
GO:0032508	DNA duplex unwinding	6/1159	6.66440902035041	0.00322826381235925	0.0299775157398097	0.0217575033680068	Mcm5/Pif1/Mcm4/Mcm6/Recql4/Mcm2	6	Amputation
GO:0033005	positive regulation of mast cell activation	6/1159	6.66440902035041	0.00322826381235925	0.0299775157398097	0.0217575033680068	Pla2g3/Stxbp1/Stxbp2/Pld2/Cd226/Nppc	6	Amputation
GO:2000463	positive regulation of excitatory postsynaptic potential	6/1159	6.66440902035041	0.00322826381235925	0.0299775157398097	0.0217575033680068	Gsk3b/Adrb2/Dbn1/Rgs4/Grin2a/Chrna7	6	Amputation
GO:1901292	nucleoside phosphate catabolic process	9/1159	5.9445935927083	0.0032455023080898	0.0300866835587784	0.0218367367244164	Entpd4/Dpyd/Acot7/Upp1/Smpdl3a/Nudt4/Gmpr2/Dnph1/Mlycd	9	Amputation
GO:0048762	mesenchymal cell differentiation	19/1159	4.8072667918595	0.00327342699157708	0.0302943799827572	0.0219874815587604	Tbx3/Osr1/Sema3d/Mapk1/Ppp2ca/Tbx1/Zfp703/Sox8/Gsk3b/Ret/Shh/Hey1/Wnt4/Bcl2/Rflnb/Sox11/Vasn/Trip10/Htr2b	19	Amputation
GO:0010950	positive regulation of endopeptidase activity	15/1159	5.14542821807156	0.00330694093135913	0.0305530165510082	0.0221751984481002	Aph1c/Psme1/Ngf/Slc11a2/Ppp2ca/Mul1/Ret/F2r/Dapk1/Perp/Alox12/Cflar/Asph/Ncstn/Casp1	15	Amputation
GO:1901888	regulation of cell junction assembly	18/1159	4.88169938664227	0.00333648947891679	0.0307742088408325	0.0223357385019392	Colq/Rcc2/Acvrl1/Sipa1l1/Gsk3b/Arf6/Cbln1/Wnt4/Wdpcp/Flrt1/Ntng2/Amigo1/Thy1/Slitrk6/Irx3/Cav1/Fzd1/Cldn1	18	Amputation
GO:0044262	cellular carbohydrate metabolic process	22/1159	4.60200366582314	0.00336237374680555	0.0309609179907196	0.0224712508970544	Nnmt/Pygb/Miox/Ugp2/Pck1/Pgd/Midn/Nr3c1/Per2/Irs2/Phlda2/Angptl3/Gsk3b/C1qtnf2/Ndst2/Sesn2/Ip6k1/Pask/Rb1cc1/Dyrk2/Mlycd/Adcyap1r1	22	Amputation
GO:0001656	metanephros development	10/1159	5.76446742647778	0.00342137074890386	0.0313988004514789	0.0227890633935086	Aph1c/Osr1/Agtr2/Sox8/Id2/Ret/Shh/Wnt4/Bcl2/Irx3	10	Amputation
GO:0035023	regulation of Rho protein signal transduction	10/1159	5.76446742647778	0.00342137074890386	0.0313988004514789	0.0227890633935086	P2ry10/Arhgef3/Cdc42se1/F2r/Kank1/Arhgap35/Lpar6/Rasip1/F2rl1/F2rl3	10	Amputation
GO:0030101	natural killer cell activation	11/1159	5.61188783888257	0.00344073070921221	0.0315237564810628	0.0228797557396696	Klrc2/Klrb1c/Itgb2/Il15/Sp3/Il12b/Id2/Il15ra/Tyrobp/Pglyrp2/Rab27a	11	Amputation
GO:0031346	positive regulation of cell projection organization	30/1159	4.18628205754779	0.00346964051123491	0.0317356452094287	0.0230335433237069	Pla2g3/Stk25/Hras/Ngf/Itpr1/Ror1/Dscam/Enc1/Gsk3b/Ret/Gdi1/Kit/Dixdc1/Avil/Fbxo31/Cdc42ep5/Arhgap35/Def8/Dbn1/Cflar/Ptpn5/Nck1/Apbb1/F2rl1/Amigo1/Hspa5/Carmil1/Fzd1/Arsb/Twf1	30	Amputation
GO:1903531	negative regulation of secretion by cell	15/1159	5.13952849594437	0.00349656469914396	0.0319114163992894	0.0231611170122202	Tnfrsf1b/Rsad2/Abat/Stxbp5l/Foxf1/Midn/Il12b/Agtr2/Cyp51/Npff/Hmgcr/F2r/Sergef/Tacr2/Vps4b	15	Amputation
GO:0055001	muscle cell development	18/1159	4.87716423147688	0.00350048700298328	0.0319114163992894	0.0231611170122202	Tbx3/Col14a1/Actn1/Myf5/Nr3c1/Cacna1s/Agtr2/Acta1/Tbx18/Gsk3b/Bin1/Rgs4/Cflar/Akap6/Tpm1/Bcl2/Trip10/Hamp	18	Amputation
GO:0099173	postsynapse organization	17/1159	4.95720693915042	0.00354238288906588	0.0321793652978977	0.0233555927357766	Colq/Lrrk2/Ppfia2/Sipa1l1/Abhd17b/Arf6/Cbln1/Dbn1/Grin2a/Frmpd4/Rapgef4/Srgn/Ntng2/Lrfn2/Tanc1/Chrna7/Shisa6	17	Amputation
GO:0014743	regulation of muscle hypertrophy	9/1159	5.93152151114095	0.00354760219955963	0.0321793652978977	0.0233555927357766	Tnfrsf1b/Nr3c1/Igfbp5/Gsk3b/Rgs4/Akap6/Trip10/Hamp/Twf1	9	Amputation
GO:0050878	regulation of body fluid levels	26/1159	4.37269359959327	0.00355180675516393	0.0321793652978977	0.0233555927357766	Stxbp1/Adamts18/Aqp3/Serpina10/Abat/Uts2r/Tac1/Apln/Adrb2/Serping1/F2r/Ubash3b/Shh/Alox12/Aloxe3/Abca12/Tmem79/F2rl1/F2rl3/F10/Ghrhr/Vdr/Blk/Cav1/Rab27a/Cldn1	26	Amputation
GO:0090342	regulation of cell aging	7/1159	6.36330392756649	0.00355333370454191	0.0321793652978977	0.0233555927357766	Arntl/Cgas/Ypel3/Map3k3/Abi3/B2m/Vash1	7	Amputation
GO:0001823	mesonephros development	11/1159	5.60249809853273	0.00369987219959494	0.0329644580690738	0.0239254084190147	Zbtb16/Osr1/Sim1/Agtr2/Sox8/Ret/Shh/Hey1/Wnt4/Bcl2/Bmper	11	Amputation
GO:0043473	pigmentation	11/1159	5.60249809853273	0.00369987219959494	0.0329644580690738	0.0239254084190147	Gna11/Atp6ap2/Hps3/Tyr/Kit/Mlph/Eda/Recql4/Rab27b/Bcl2/Rab27a	11	Amputation
GO:0050886	endocrine process	11/1159	5.60249809853273	0.00369987219959494	0.0329644580690738	0.0239254084190147	Tbx3/Atp6ap2/Tac1/Agtr2/Apln/Enpep/F2r/Ndst2/Tacr2/F2rl1/Vdr	11	Amputation
GO:0098659	inorganic cation import across plasma membrane	11/1159	5.60249809853273	0.00369987219959494	0.0329644580690738	0.0239254084190147	Slc39a10/Kcnj2/Ifng/Slc11a2/Calcr/Kcnj13/Kcnj8/Adrb2/Kcnj6/Slc12a2/Wnk2	11	Amputation
GO:0099587	inorganic ion import across plasma membrane	11/1159	5.60249809853273	0.00369987219959494	0.0329644580690738	0.0239254084190147	Slc39a10/Kcnj2/Ifng/Slc11a2/Calcr/Kcnj13/Kcnj8/Adrb2/Kcnj6/Slc12a2/Wnk2	11	Amputation
GO:0060420	regulation of heart growth	10/1159	5.75353835594559	0.00370435436080316	0.0329644580690738	0.0239254084190147	Meis1/Cdk20/Col14a1/Nr3c1/Mapk1/Rgs4/Akap6/Vgll4/Trip10/Hamp	10	Amputation
GO:1900182	positive regulation of protein localization to nucleus	10/1159	5.75353835594559	0.00370435436080316	0.0329644580690738	0.0239254084190147	Parp9/Efcab7/Ifng/Ormdl3/Mapk1/Bag3/Shh/Sesn2/Ptpn5/Card10	10	Amputation
GO:0010664	negative regulation of striated muscle cell apoptotic process	6/1159	6.63774077326825	0.00370609887547713	0.0329644580690738	0.0239254084190147	Bag3/Hmgcr/Pdpk1/Cflar/Bcl2/Trip10	6	Amputation
GO:0033238	regulation of cellular amine metabolic process	6/1159	6.63774077326825	0.00370609887547713	0.0329644580690738	0.0239254084190147	Nnmt/Abat/Comt/Drd1/Atcay/Chrna7	6	Amputation
GO:0034331	cell junction maintenance	6/1159	6.63774077326825	0.00370609887547713	0.0329644580690738	0.0239254084190147	Arf6/Cbln1/F2r/F2rl1/Inava/Cldn1	6	Amputation
GO:0036474	cell death in response to hydrogen peroxide	6/1159	6.63774077326825	0.00370609887547713	0.0329644580690738	0.0239254084190147	Reg3b/Pycr1/Stk25/Lrrk2/Il10/Rnf146	6	Amputation
