Symbols	Description	SRR5809464	SRR5809465	SRR5809466	SRR5809467	SRR6910774	SRR6910775	SRR6910776	SRR12554271	SRR12554272	SRR12554273	SRR3143894	SRR3143897	SRR11294120	SRR11294121	SRR11294122
Irx2	iroquois homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1446]	1214.7593374046	429.904114553524	173.036919936895	102.184127306329	554.314208540338	478.579316012701	546.676390981269	470.681543942269	445.551961722046	474.90299121821	138.803163067129	194.145939339632	96.9165720786714	112.7779427032	131.798736333598
Atp5o	ATP synthase peripheral stalk subunit OSCP [Source:ZFIN;Acc:ZDB-GENE-050522-147]	11558.9023105345	10484.2865936741	9836.88672126104	10579.0625917141	12703.9396878869	11160.8308413528	11834.9322646513	10798.3625116994	11560.221188387	10705.5418777455	2839.88080758034	3200.25266356973	2415.08265977861	3035.94193973347	3082.10101531813
Man2b1	mannosidase, alpha, class 2B, member 1 [Source:ZFIN;Acc:ZDB-GENE-050327-52]	116.80378244275	252.568667300196	256.933608391147	138.249113414446	180.242691992692	209.327145082742	209.825878121898	188.197787442735	194.737813933434	194.755169900212	614.562970269634	547.17230322489	739.11123150906	547.778578844115	642.083655119527
Grb10	growth factor receptor-bound protein 10a [Source:ZFIN;Acc:ZDB-GENE-040822-32]	1107.29985755727	660.977576126044	655.442878548844	775.3972013245	898.496233451005	755.219503827934	782.848119270939	804.423942349665	706.901663144054	883.139789662886	429.492086180128	434.322655884071	309.349866432931	361.493584200436	316.814320922648
Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1 b [Source:ZFIN;Acc:ZDB-GENE-050522-220]	126.14808503817	145.092638661814	83.896688454252	144.259944432465	104.160349644018	100.148673333704	217.353263884119	122.721420042181	118.94979908674	141.572027350539	296.432502274397	273.586151612445	334.31322590774	261.805938418143	246.687446118734
Adora2b	adenosine A2b receptor [Source:ZFIN;Acc:ZDB-GENE-060511-1]	9.34430259542001	5.37380143191905	20.974172113563	18.0324930540581	5.43445302490527	9.02979841533399	7.52738576222057	8.60546542978711	6.45727480756588	8.23964180347053	29.6751590005586	21.1593088764035	31.8160463894628	14.0972428379	29.343869598801
Syngr1	synaptogyrin 1a [Source:ZFIN;Acc:ZDB-GENE-041010-169]	46.7215129771	26.8690071595953	52.4354302839075	54.0974791621744	48.0043350533299	45.1489920766699	43.2824681327683	46.020532515818	43.8414973776841	39.3255631529275	22.9743166455938	15.5910696984026	16.1527620131119	22.1528101738429	16.412672826448
Optn	optineurin [Source:NCBI gene;Acc:336159]	224.26326229008	236.447263004438	319.856124731836	300.541550900969	298.89491636979	306.192255356325	283.217889303549	278.74224979093	271.205541917767	281.645938009538	862.813225134522	791.80361111173	1862.46240787548	576.476537478411	1174.25213767405
Ankrd2	ankyrin repeat domain 2 (stretch responsive muscle) [Source:ZFIN;Acc:ZDB-GENE-090313-383]	0	0	0	0	0.905742170817545	0	0.940923220277571	0	0	0.374529172885024	0.638175462377605	0.371215945200061	7.83164218817546	3.524310709475	4.47618349812219
Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:ZFIN;Acc:ZDB-GENE-040426-1933]	1121.3163114504	386.913703098172	277.90778050471	252.454902756814	372.260032206011	460.519719182033	415.888063362687	493.504734864748	479.87747517279	435.577428065283	197.834393337058	230.153886024038	169.359262319294	210.451696651507	197.946781361403
Meis3	myeloid ecotropic viral integration site 3 [Source:ZFIN;Acc:ZDB-GENE-010406-2]	18.68860519084	26.8690071595953	0	6.01083101801938	8.15167953735791	13.1342522404858	9.40923220277572	11.2245201258093	9.85584049575844	10.4868168407807	2.87178958069922	1.85607972600031	3.42634345732677	4.53125662646786	4.47618349812219
Tjp3	tight junction protein 3 [Source:ZFIN;Acc:ZDB-GENE-030828-10]	0	0	0	0	0	0	1.88184644055514	1.49660268344124	0.339856568819257	0	5.10540369902084	5.56823917800091	6.36320927789257	4.53125662646786	5.96824466416291
Sorbs2	sorbin and SH3 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-070308-2]	2812.63508122142	2504.19146727428	2018.76406593044	2344.22409702756	2652.01307615377	2225.43486399731	1313.52881550749	2306.26473518295	2236.93593596835	2487.24823712944	1299.3252414008	1254.33867883101	885.465044900589	1029.6022001252	795.765955221722
Dach1	dachshund c [Source:ZFIN;Acc:ZDB-GENE-020402-5]	154.18099282443	96.728425774543	31.4612581703445	186.335761558601	142.201520818355	148.581228470496	120.438172195529	122.347269371321	117.590372811463	119.100276977438	219.213271326707	240.54793248964	376.897780305944	157.083563050886	301.396355540227
Slc5a4a	solute carrier family 5 member 8, like [Source:NCBI gene;Acc:556156]	14.01645389313	16.1214042957572	26.2177151419537	18.0324930540581	9.05742170817545	13.9551430055162	15.0547715244411	12.3469721383902	15.9732587345051	12.7339918780908	41.4814050545443	54.939959889609	55.8004505907502	56.3889713516001	34.3174068189368
Atp7a	ATPase copper transporting alpha [Source:ZFIN;Acc:ZDB-GENE-060825-45]	107.45947984733	177.335447253329	194.011092050458	162.292437486523	145.824489501625	192.909329782135	166.54340998913	170.238555241441	148.177464005196	164.04377772364	473.526193084183	470.330602568477	534.020101706215	392.205434668718	396.39091644482
Ryr2	ryanodine receptor 2b (cardiac) [Source:ZFIN;Acc:ZDB-GENE-061226-3]	7807.16481847341	9576.11415167975	8012.13374738106	5277.50963382101	10897.8897992767	7103.16778980773	5812.08273165456	7589.27220773051	7539.37812268639	8178.21901911738	2770.00059444999	3220.66954055573	1436.12738625668	2321.01033866854	1800.91782741116
Idh2	isocitrate dehydrogenase (NADP(+)) 2 [Source:ZFIN;Acc:ZDB-GENE-031118-95]	19973.4467977103	16105.2828914614	14844.4703133742	18194.7854915447	24325.5174816468	18561.9819788666	19499.6928170324	18275.7636688427	18568.0636374401	17969.5351858506	6081.1739809962	7369.75016005681	5023.99846371456	7253.03144009956	6832.64543302251
Decr1	2,4-dienoyl CoA reductase 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-142]	406.47716290077	467.520724576958	665.929964605625	709.278060126287	739.085611387117	506.489602023734	592.78162877487	587.416553250685	630.094078590902	516.475729408448	124.444215163633	141.433275121223	92.5112733478227	172.691224764275	130.804028889571
Chst13	si:ch211-236h17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-738]	74.75442076336	37.6166100234334	47.1918872555167	30.0541550900969	38.0411711743369	52.5370089619432	52.691700335544	45.2722311740974	41.4625013959493	47.565204956398	181.880006777617	164.819879668827	309.839344069692	119.82656412215	201.925611137512
Galk2	galactokinase 2 [Source:ZFIN;Acc:ZDB-GENE-041114-143]	32.70505908397	16.1214042957572	47.1918872555167	36.0649861081163	19.926327757986	35.2983028963056	26.345850167772	24.6939442767804	29.9073780560946	27.7151587934918	111.99979364727	96.1449298068158	122.369409190242	87.6042947783787	116.87812467319
Mgat4b	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:NCBI gene;Acc:431727]	182.21390061069	26.8690071595953	94.3837745110335	36.0649861081163	82.4225375443966	96.0442195085524	127.96555795775	88.299558323033	86.3235684800912	90.6360598381758	26.8033694198594	32.2957872324053	39.1582109408773	46.3195121816715	33.3226993749096
Mvk	mevalonate kinase [Source:ZFIN;Acc:ZDB-GENE-041114-37]	14.01645389313	26.8690071595953	26.2177151419537	42.0758171261356	9.963163878993	18.8804875956983	12.2320018636084	19.0816842138758	25.8290992302635	8.61417097635555	8.61536874209767	7.79553484920128	6.36320927789257	9.56598621143215	8.95236699624437
Rnd1	Rho family GTPase 1b [Source:ZFIN;Acc:ZDB-GENE-060315-7]	23.36075648855	37.6166100234334	20.974172113563	18.0324930540581	16.3033590747158	23.8058321858805	16.9366179649963	19.4558348847361	23.4501032485287	17.6028711255961	193.048077369225	194.888371230032	201.175308708757	116.805726371172	131.798736333598
Ush1g	Usher syndrome 1Ga (autosomal recessive) [Source:ZFIN;Acc:ZDB-GENE-131120-173]	14.01645389313	0	0	0	8.15167953735791	4.10445382515181	4.70461610138786	3.36735603774278	0.339856568819257	6.74152511193043	2.55270184951042	1.48486378080024	1.4684329102829	0.503472958496429	1.49206116604073
Nmnat2	nicotinamide nucleotide adenylyltransferase 2 [Source:NCBI gene;Acc:336257]	4.67215129771	0	0	6.01083101801938	0.905742170817545	0	3.76369288111029	0.374150670860309	4.07827882583108	0.374529172885024	4.78631596783204	2.96972756160049	3.91582109408773	5.03472958496429	5.96824466416291
Nabp1	nucleic acid binding protein 1a [Source:NCBI gene;Acc:494100]	270.98477526718	139.718837229895	89.1402314826427	144.259944432465	132.238356939362	130.521631639828	118.556325754974	151.905172369286	145.798468023461	146.815435770929	396.626049867681	374.556888706862	1177.19371641012	375.08735407984	744.538521854324
Syf2	SYF2 pre-mRNA-splicing factor [Source:NCBI gene;Acc:445043]	406.47716290077	413.782710257767	435.214071356432	408.736509225318	449.248116725502	375.147079618876	456.347761834622	418.674600692686	430.258416125179	410.858502654871	186.666322745449	185.23675665483	182.08568087508	188.298886477664	185.01558458905
Tbr1	T-box brain transcription factor 1b [Source:ZFIN;Acc:ZDB-GENE-000323-1]	0	0	0	0	0	0	0	0	0	0	3.50996504307683	2.59851161640043	7.3421645514145	3.02083775097857	1.9894148880543
Dnajc5	DnaJ (Hsp40) homolog, subfamily C, member 5ab [Source:ZFIN;Acc:ZDB-GENE-081021-2]	196.23035450382	150.466440093734	78.6531454258612	60.1083101801938	120.463708718734	140.372320820192	103.501554230533	108.87784522035	105.01567976515	137.826735621689	264.523729155517	246.11617166764	311.307776979975	206.423912983536	257.629228003032
Pex19	peroxisomal biogenesis factor 19 [Source:ZFIN;Acc:ZDB-GENE-050417-424]	621.39612259543	655.603774694125	540.084931924247	613.104763837977	610.470223131025	544.25057721513	644.532405890136	594.151265326171	636.551353398468	593.628739022763	253.03657083272	329.268543392454	258.933669846551	298.559464388382	271.555132219413
Slc5a12	solute carrier family 5 member 12 [Source:NCBI gene;Acc:393339]	4.67215129771	5.37380143191905	0	0	0	0	0	0.374150670860309	0	0	2.55270184951042	2.22729567120037	1.95791054704387	2.51736479248215	2.48676861006788
Dglucy	D-glutamate cyclase [Source:ZFIN;Acc:ZDB-GENE-070725-6]	719.51129984734	338.5494902109	561.05910403781	252.454902756814	519.896006049271	443.281013116396	573.022241149041	480.783612055497	475.45933977814	464.41617437743	112.637969109647	109.879919779218	86.1480640699301	107.239740159739	121.354308171313
Des	desmin b [Source:ZFIN;Acc:ZDB-GENE-061027-102]	4.67215129771	5.37380143191905	0	0	4.52871085408773	5.74623535521254	1.88184644055514	5.23810939204433	3.05870911937331	3.37076255596522	10.8489828604193	8.90918268480146	17.6211949233948	7.04862141895001	8.4550132742308
Sucla2	succinate-CoA ligase, ADP-forming, beta subunit [Source:ZFIN;Acc:ZDB-GENE-040426-1963]	3401.32614473288	2391.34163720398	3445.00776965272	3227.81625667641	3786.00227401734	2892.819055967	3542.57592434506	3210.58690665231	3296.60871754679	3100.35249314223	1498.11689793143	1606.62261082586	1279.00506485641	1640.81837173986	1457.24640549978
Naca	nascent polypeptide associated complex subunit alpha [Source:NCBI gene;Acc:195823]	10362.8315783208	8845.27715693876	6816.60593690797	6780.21738832586	8930.617804261	8026.66990046688	8120.16739099544	8290.80471559359	9062.27540756548	7479.72211168681	3314.36426385809	3648.6815253714	3345.57964726121	3486.55023758777	3295.46576206196
Slc5a9	solute carrier family 5 member 9 [Source:NCBI gene;Acc:564815]	14.01645389313	5.37380143191905	5.24354302839075	0	5.43445302490527	2.46267229509109	4.70461610138786	2.61905469602216	4.41813539465034	3.37076255596522	9.57263193566407	6.31067106840104	10.7685080087413	8.55904029443929	11.4391356063123
Mtf2	metal response element binding transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-060512-94]	18.68860519084	10.7476028638381	31.4612581703445	48.086648144155	41.6641398576071	20.5222691257591	25.4049269474944	20.2041362264567	31.2668043313716	23.5953378917565	99.5553721309064	106.538976272418	177.680382144231	68.4723223555144	120.359600727285
Man1a	mannosidase, alpha, class 1A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041014-321]	56.06581557252	91.3546243426239	99.6273175394242	54.0974791621744	51.6273037366001	74.701059617763	43.2824681327683	72.5852301469	66.9517440573936	60.2991968344889	146.780356346849	171.872982627628	200.685831071996	170.677332930289	183.026169700996
Cyb5r3	cytochrome b5 reductase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3281]	672.78978687024	741.584597604829	613.494534321718	997.797948991217	736.368384874664	855.368177161638	753.679499442335	762.89321788417	811.237629771566	726.212066224061	387.372505663206	423.18617752807	288.79180568897	363.004003075925	407.332698329119
Slc7a9	solute carrier family 7 member 9 [Source:ZFIN;Acc:ZDB-GENE-080116-2]	397.13286030535	231.073461572519	120.601489652987	48.086648144155	176.619723309421	200.297346667408	230.526188968005	206.15701964403	189.979821969965	182.395707195007	45.6295455599988	42.318617752807	16.6422396498729	33.7326882192608	22.3809174906109
Yes1	clusterin-like 1 (retinal) [Source:ZFIN;Acc:ZDB-GENE-031118-57]	140.1645389313	198.830652981005	152.062747823332	174.314099522562	167.562301601246	151.864791530617	158.075101006632	172.483459266603	138.321623509437	180.148532157697	417.685840126142	385.693367062863	511.50413041521	441.545784601368	462.538961472626
Star	steroidogenic acute regulatory protein [Source:NCBI gene;Acc:63999]	0	0	0	0	0	0.820890765030363	0	0	0	0	0	8.5379667396014	4.4052987308487	2.01389183398572	0.994707444027152
Ptp4a1	protein tyrosine phosphatase 4A1 [Source:ZFIN;Acc:ZDB-GENE-041121-11]	532.62524793894	408.408908825848	398.509270157697	396.714847189279	420.264367259341	415.370727105363	395.18775251658	419.422902034407	430.258416125179	432.581194682203	890.892945479136	953.653763218957	1111.11423544739	1037.15429450264	977.300063756677
Wasl	WASP like actin nucleation promoting factor b [Source:ZFIN;Acc:ZDB-GENE-040426-718]	439.18222198474	376.166100234334	356.560925930571	228.411578684736	340.559056227397	309.475818416447	297.331737607713	354.694835975573	310.628903900801	352.806480857693	166.882883411744	158.509208600426	142.437992297441	152.048833465922	143.735225661924
Ndufs5	NADH:ubiquinone oxidoreductase subunit S5 [Source:ZFIN;Acc:ZDB-GENE-050522-437]	939.102410839711	1004.90086776886	985.786089337461	1148.0687244417	1242.67825836167	1098.35184361063	1080.17985687865	1055.47904249693	1194.93569596851	927.708761236204	474.802544008938	541.604064046889	424.377111071758	526.632714587265	501.829905511698
Pip5k1b	phosphatidylinositol-4-phosphate 5-kinase, type I, beta b [Source:ZFIN;Acc:ZDB-GENE-040912-141]	214.91895969466	333.175688778981	272.664237476319	372.671523117201	282.591557295074	180.59596830668	454.465915394067	288.096016562438	323.203596947113	290.260108985894	71.4756517862917	102.084384930017	64.1215704156866	119.323091163654	93.5024997385523
Slitrk2	SLIT and NTRK-like family, member 2 [Source:ZFIN;Acc:ZDB-GENE-080327-7]	18.68860519084	0	5.24354302839075	0	6.34019519572282	5.74623535521254	6.586462541943	5.23810939204433	6.45727480756588	5.61793759327536	10.8489828604193	14.1062059176023	24.4738818380483	18.1250265058714	18.4020877145023
Mycn	MYCN proto-oncogene, bHLH transcription factor [Source:NCBI gene;Acc:252851]	163.52529541985	91.3546243426239	52.4354302839075	36.0649861081163	84.2340218860317	59.1041350821861	63.9827789788749	84.9322022852902	79.1865805348868	71.1605428481545	188.899936863771	172.986630463228	285.854939868404	99.687645782293	281.999560381698
Asic2	acid-sensing (proton-gated) ion channel 2 [Source:NCBI gene;Acc:407669]	0	5.37380143191905	0	0	1.81148434163509	0.820890765030363	2.82276966083271	0.748301341720618	2.03913941291554	2.62170421019517	4.46722823664323	3.71215945200061	3.42634345732677	4.53125662646786	5.47089094214934
Mrps18b	mitochondrial ribosomal protein S18B [Source:ZFIN;Acc:ZDB-GENE-050417-278]	228.93541358779	392.287504530091	298.881952618273	168.303268504543	331.501634519222	257.759700219534	372.605595229918	287.347715220717	330.680441461137	241.196787337955	110.723442722514	141.433275121223	121.879931553481	125.868239624107	115.883417229163
Plxna3	plexin A3 [Source:NCBI gene;Acc:567422]	18.68860519084	16.1214042957572	36.7048011987352	18.0324930540581	7.24593736654036	18.059596830668	15.9956947447187	15.714328176133	18.6921112850591	16.8538127798261	44.9913700976211	30.439707506405	23.4949265645264	60.4167550195715	47.2486035912897
Grm2	glutamate receptor, metabotropic 2b [Source:ZFIN;Acc:ZDB-GENE-060201-5]	4.67215129771	16.1214042957572	26.2177151419537	12.0216620360388	17.2091012455334	13.9551430055162	9.40923220277572	9.72791744236804	12.2348364774932	12.3594627052058	27.7606326134258	26.3563321092043	33.2844792997457	25.6771208833179	28.8465158767874
Nipsnap2		2018.36936061072	1681.99984819066	1877.18840416389	2097.78002528876	2107.66203149243	1807.60146459686	2074.73570071204	1984.49515824308	2013.99002682292	1847.17788066894	663.702480872709	670.78721297651	511.993608051971	687.240588347626	649.543960949731
Mrpl57	mitochondrial ribosomal protein L57 [Source:NCBI gene;Acc:393748]	355.08349862596	198.830652981005	298.881952618273	306.552381918988	333.313118860857	257.759700219534	326.500357436317	295.579029979644	327.621732341764	264.043066883942	116.786109615102	136.607467833622	121.879931553481	133.420334001554	148.211409160046
Aco2	aconitase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-1390]	10232.0113419849	9844.80422327571	11593.4736357719	10374.6943371014	12786.3622254313	10698.6693406407	11531.0140645016	10729.1446375902	11444.6699549885	10486.0677824349	4578.58985482813	5787.25658566895	4238.38685671321	6138.34230998846	5318.20334949117
Sh3gl3	SH3-domain GRB2-like 3b [Source:ZFIN;Acc:ZDB-GENE-040121-4]	266.31262396947	166.587844389491	152.062747823332	138.249113414446	182.054176334327	170.745279126315	186.302797614959	184.082130063272	178.084842061291	177.152298774616	84.8773364962214	90.947906574015	81.7427653390814	97.1702809898108	90.0210236844573
Dmrt1	doublesex and mab-3 related transcription factor 1 [Source:NCBI gene;Acc:402923]	4.67215129771	16.1214042957572	20.974172113563	0	2.71722651245264	4.92534459018218	15.0547715244411	11.5986707966696	7.8167010828429	6.36699593904541	21.6979657208386	23.7578204928039	48.9477636760967	17.621553547375	42.275066371154
Avpr2	arginine vasopressin receptor 2a, duplicate a [Source:ZFIN;Acc:ZDB-GENE-090313-344]	0	0	0	6.01083101801938	0	0	3.76369288111029	0.374150670860309	3.73842225701182	0	0	0	0	0	0
Adrb1	adrenoceptor beta 1 [Source:ZFIN;Acc:ZDB-GENE-081022-145]	383.11640641222	75.2332200468668	78.6531454258612	78.1408032342519	96.9144122774773	161.715480710981	118.556325754974	137.687446876594	143.419472041726	133.332385547069	55.2021774956628	61.9930628484102	49.4372413128576	49.34034993265	50.2327259233712
Cdh23	cadherin-related 23 [Source:ZFIN;Acc:ZDB-GENE-040513-7]	4.67215129771	5.37380143191905	5.24354302839075	6.01083101801938	0.905742170817545	0	0.940923220277571	0.374150670860309	3.39856568819257	0	7.97719327972006	4.08337539720067	8.32111982493643	4.53125662646786	10.4444281622851
Amph	amphiphysin [Source:ZFIN;Acc:ZDB-GENE-040426-1711]	4.67215129771	0	0	0	0	0	0	0.374150670860309	0.679713137638513	1.12358751865507	5.42449143020964	2.22729567120037	13.2158961925461	0.503472958496429	22.8782712126245
Atp1a1	ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-001212-2]	4.67215129771	0	0	6.01083101801938	2.71722651245264	2.46267229509109	0.940923220277571	1.49660268344124	2.03913941291554	1.87264586442512	7.65810554853126	7.05310295880116	16.6422396498729	5.53820254346072	8.95236699624437
Palm	paralemmin 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1147]	1607.22004641224	1843.21389114824	1494.40976309136	2428.37573127983	1607.69235320114	1623.72193323006	1756.70365225823	1791.80756275002	1962.33182836239	1665.5312318197	718.585570637183	882.009085795345	562.899282275112	789.949071880897	644.073070007581
Ctsj	cathepsin La [Source:ZFIN;Acc:ZDB-GENE-030131-106]	733.52775374047	720.089391877153	1064.43923476332	1346.42614803634	884.910100888742	1274.02246732712	1256.13249907056	1024.79868748639	1057.29378559671	964.412620178937	2456.3373546914	2406.9641886772	5000.50353715003	2788.23324415322	3775.90945752707
Med31	mediator complex subunit 31 [Source:NCBI gene;Acc:436690]	102.78732854962	134.345035797976	146.819204794941	150.270775450484	96.9144122774773	105.074017923886	170.30710287024	121.973118700461	139.341193215895	131.459739682643	57.7548793451732	56.0536077252092	53.3530624069454	55.3820254346072	56.2009705875341
Niban2	niban apoptosis regulator 2b [Source:ZFIN;Acc:ZDB-GENE-030131-6218]	238.27971618321	107.476028638381	214.985264164021	222.400747666717	146.730231672442	169.103497596255	108.206170331921	172.109308595742	181.143551180664	180.148532157697	463.63447341733	383.466071391663	502.204055316752	358.976219407954	448.115703534232
Pank1	pantothenate kinase 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2846]	331.72274213741	354.670894506658	471.918872555167	282.509057846911	358.673899643748	418.654290165485	339.673282520203	361.803698721919	366.705237755978	362.169710179818	98.59810893734	105.054112491617	55.3109729539892	90.6251325293572	76.0951194680772
Trmt61a	tRNA methyltransferase 61A [Source:ZFIN;Acc:ZDB-GENE-040718-5]	23.36075648855	37.6166100234334	5.24354302839075	30.0541550900969	20.8320699288035	23.8058321858805	12.2320018636084	20.578286897317	21.7508204044324	22.8462795459865	52.9685633773412	44.9171293692074	63.6320927789257	49.8438228911465	62.6665689737106
Mttp	microsomal triglyceride transfer protein [Source:NCBI gene;Acc:406207]	4.67215129771	5.37380143191905	5.24354302839075	6.01083101801938	0	0	0	1.49660268344124	0.679713137638513	0.749058345770048	23.9315798391602	11.1364783560018	42.0950767614431	15.1041887548929	19.894148880543
Epas1	endothelial PAS domain protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4490]	425.16576809161	284.81147589171	293.638409589882	276.498226828891	303.423627223878	413.728945575303	320.854818114652	332.619946394815	338.15728597516	312.35733018611	88.3873015392983	99.8570892588164	64.1215704156866	115.798780454179	83.5554252982808
Lmo3	LIM domain only 3 [Source:NCBI gene;Acc:553774]	0	5.37380143191905	0	0	2.71722651245264	0	2.82276966083271	0	0.339856568819257	0.374529172885024	0.319087731188802	0	0	0	0
Dld	dihydrolipoamide dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040120-4]	4845.02089572527	4487.12419565241	4394.08905779145	4159.49506446941	5849.28293913971	4325.27344094498	4833.52258256588	4492.42710501973	4539.80404628763	4862.88678073915	1795.1875756682	1972.27031684792	1565.83895999833	2004.32584777428	1777.04484875451
Hprt	hypoxanthine phosphoribosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1918]	504.59234015268	274.063873027872	314.612581703445	450.812326351453	485.477803558204	430.96765164094	525.976080135162	414.184792642362	425.500424161709	384.266931380035	1020.1234766106	1211.648845133	1033.77676883916	1034.13345675167	842.019851368985
Ctns	cystinosin, lysosomal cystine transporter [Source:ZFIN;Acc:ZDB-GENE-050522-352]	23.36075648855	0	47.1918872555167	42.0758171261356	22.6435542704386	19.7013783607287	36.6960055908253	26.1905469602216	28.8878083496368	23.5953378917565	99.5553721309064	95.4024979164157	124.816797374046	82.5695651934144	109.417818842987
Slc9a6	solute carrier family 9 member A6 [Source:ZFIN;Acc:ZDB-GENE-070424-104]	453.19867587787	650.229973262206	419.48344227126	360.649861081163	421.170109430159	438.355668526214	440.352067089903	456.089667778717	441.133826327395	484.640749713221	177.731866272163	197.486882846432	162.996053041402	148.524522756447	153.184946380181
Etfb	electron transfer flavoprotein subunit beta [Source:ZFIN;Acc:ZDB-GENE-040426-1931]	3990.01720824434	2923.34797896397	3030.76787040985	4087.36509225318	5112.91455426504	3684.15775345627	4146.64863176326	3692.11882004953	3838.6799448135	3655.03019818495	1000.02094954571	1182.69400140739	1120.90378818261	1270.76574724499	1203.09865355084
Dnm1	dynamin 1b [Source:ZFIN;Acc:ZDB-GENE-100920-3]	0	5.37380143191905	0	12.0216620360388	0.905742170817545	0	0.940923220277571	0	0.339856568819257	0	4.14814050545443	2.22729567120037	2.9368658205658	4.02778366797143	2.98412233208146
